175.45.176.2,26939,149.171.126.10,80,tcp,FIN,0.1906,844,268,254,252,2,1,http,31899.26758,9401.888672,10,6,255,255,3006332195,1452987536,84,45,1,0,996.632407,59.532129,1421927418,1421927418,18.573778,36.845602,0.050675,0.006354,0.044321,0,1,1,0,0,3,1,1,1,1,1,1,Exploits,1
59.166.0.2,58304,149.171.126.4,53,udp,CON,0.001089,132,164,31,29,0,0,dns,484848.4688,602387.5,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.011,0.009,0,0,0,0,0,0,0,0,7,7,1,4,2,1,1,,0
59.166.0.8,7419,149.171.126.1,53,udp,CON,0.001126,132,164,31,29,0,0,dns,468916.5313,582593.25,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.017,0.012,0,0,0,0,0,0,0,0,8,8,3,1,1,1,1,,0
59.166.0.2,12527,149.171.126.1,23202,udp,CON,0.001859,528,304,31,29,0,0,-,1704142,981172.6875,4,4,0,0,0,0,132,76,0,0,0.662323,0.337295,1421927418,1421927418,0.475333,0.244,0,0,0,0,0,0,0,0,5,3,3,4,1,1,2,,0
59.166.0.1,52335,149.171.126.9,53,udp,CON,0.001152,132,164,31,29,0,0,dns,458333.3125,569444.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.011,0.009,0,0,0,0,0,0,0,0,6,4,1,1,1,1,1,,0
59.166.0.2,39558,149.171.126.1,111,udp,CON,0.004996,568,312,31,29,0,0,-,682145.75,374699.7813,4,4,0,0,0,0,142,78,0,0,1.838719,1.588406,1421927418,1421927418,1.312667,1.137667,0,0,0,0,0,0,0,0,5,3,3,4,1,1,2,,0
59.166.0.2,47526,149.171.126.5,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927418,1421927418,0.018,0.011,0,0,0,0,0,0,0,0,7,9,1,4,2,1,1,,0
59.166.0.3,54634,149.171.126.3,53,udp,CON,0.001089,132,164,31,29,0,0,dns,484848.4688,602387.5,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.018,0.013,0,0,0,0,0,0,0,0,7,4,1,1,1,1,1,,0
59.166.0.4,26778,149.171.126.6,53,udp,CON,0.001122,146,178,31,29,0,0,dns,520499.0938,634581.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927418,1421927418,0.017,0.012,0,0,0,0,0,0,0,0,5,7,1,1,1,1,1,,0
59.166.0.6,60756,149.171.126.2,53,udp,CON,0.001201,130,162,31,29,0,0,dns,432972.5313,539550.375,2,2,0,0,0,0,65,81,0,0,0,0,1421927418,1421927418,0.019,0.016,0,0,0,0,0,0,0,0,12,3,1,1,1,1,1,,0
